ranking,query,sort_by_filter,video_id,video_url
8,heroin addict,rating,Y-l54FPyOM0,https://www.youtube.com/watch?v=Y-l54FPyOM0
9,heroin addict,rating,AsulZMRyfU8,https://www.youtube.com/watch?v=AsulZMRyfU8
10,heroin addict,rating,eMkl2GMRW2U,https://www.youtube.com/watch?v=eMkl2GMRW2U
1,on heroin,relevance,PQ1i1SKdi0M,https://www.youtube.com/watch?v=PQ1i1SKdi0M
2,on heroin,relevance,IhfZ7ZPPRQA,https://www.youtube.com/watch?v=IhfZ7ZPPRQA
3,on heroin,relevance,37ZRa-9pVUk,https://www.youtube.com/watch?v=37ZRa-9pVUk
4,on heroin,relevance,X3UKcHR-2uU,https://www.youtube.com/watch?v=X3UKcHR-2uU
5,on heroin,relevance,-lTCT7M-sG4,https://www.youtube.com/watch?v=-lTCT7M-sG4
6,on heroin,relevance,3Q0agc9Re2M,https://www.youtube.com/watch?v=3Q0agc9Re2M
7,on heroin,relevance,8rnSsB0vfCQ,https://www.youtube.com/watch?v=8rnSsB0vfCQ
8,on heroin,relevance,oo0PYGsZMQk,https://www.youtube.com/watch?v=oo0PYGsZMQk
9,on heroin,relevance,9FcDihmLd8A,https://www.youtube.com/watch?v=9FcDihmLd8A
10,on heroin,relevance,e5nvHoPLkS0,https://www.youtube.com/watch?v=e5nvHoPLkS0
1,on heroin,viewCount,i--yLz_i44c,https://www.youtube.com/watch?v=i--yLz_i44c
2,on heroin,viewCount,IdYZj9vmfi0,https://www.youtube.com/watch?v=IdYZj9vmfi0
3,on heroin,viewCount,NaMgdlUcsko,https://www.youtube.com/watch?v=NaMgdlUcsko
4,on heroin,viewCount,VUcZCVTaU1g,https://www.youtube.com/watch?v=VUcZCVTaU1g
5,on heroin,viewCount,u3zNh9Taz6s,https://www.youtube.com/watch?v=u3zNh9Taz6s
6,on heroin,viewCount,rp6OQwnrxgI,https://www.youtube.com/watch?v=rp6OQwnrxgI
7,on heroin,viewCount,3Q0agc9Re2M,https://www.youtube.com/watch?v=3Q0agc9Re2M
8,on heroin,viewCount,CM8AI6R3QyM,https://www.youtube.com/watch?v=CM8AI6R3QyM
9,on heroin,viewCount,eWdCJm9q1bw,https://www.youtube.com/watch?v=eWdCJm9q1bw
10,on heroin,viewCount,PQ1i1SKdi0M,https://www.youtube.com/watch?v=PQ1i1SKdi0M
1,on heroin,date,3qaH2x1_B5Q,https://www.youtube.com/watch?v=3qaH2x1_B5Q
2,on heroin,date,S9rrs_xd1-0,https://www.youtube.com/watch?v=S9rrs_xd1-0
3,on heroin,date,nITrAAyFvIc,https://www.youtube.com/watch?v=nITrAAyFvIc
4,on heroin,date,3Go2FE_KWt4,https://www.youtube.com/watch?v=3Go2FE_KWt4
5,on heroin,date,9QultkAMtIk,https://www.youtube.com/watch?v=9QultkAMtIk
6,on heroin,date,MnjzARnPzTo,https://www.youtube.com/watch?v=MnjzARnPzTo
7,on heroin,date,3bru19F5lZE,https://www.youtube.com/watch?v=3bru19F5lZE
8,on heroin,date,H4lZgfGrnvA,https://www.youtube.com/watch?v=H4lZgfGrnvA
9,on heroin,date,jO7HRfidUuY,https://www.youtube.com/watch?v=jO7HRfidUuY
10,on heroin,date,xv07ycG5PYE,https://www.youtube.com/watch?v=xv07ycG5PYE
1,on heroin,rating,ATI1AaorBCw,https://www.youtube.com/watch?v=ATI1AaorBCw
2,on heroin,rating,cfrRuRocnkw,https://www.youtube.com/watch?v=cfrRuRocnkw
3,on heroin,rating,4CIIAp_AoaE,https://www.youtube.com/watch?v=4CIIAp_AoaE
4,on heroin,rating,zLQZ-hVDqsc,https://www.youtube.com/watch?v=zLQZ-hVDqsc
5,on heroin,rating,NtHCoC9s9dE,https://www.youtube.com/watch?v=NtHCoC9s9dE
6,on heroin,rating,TYZBzBAEpeA,https://www.youtube.com/watch?v=TYZBzBAEpeA
7,on heroin,rating,_WOSujwX2OA,https://www.youtube.com/watch?v=_WOSujwX2OA
8,on heroin,rating,a3rRTXuZiHU,https://www.youtube.com/watch?v=a3rRTXuZiHU
9,on heroin,rating,S5QmPK_5rMY,https://www.youtube.com/watch?v=S5QmPK_5rMY
10,on heroin,rating,Odll7Sk5xuU,https://www.youtube.com/watch?v=Odll7Sk5xuU
1,heroin,relevance,bczHLJ6ClbQ,https://www.youtube.com/watch?v=bczHLJ6ClbQ
2,heroin,relevance,IhfZ7ZPPRQA,https://www.youtube.com/watch?v=IhfZ7ZPPRQA
3,heroin,relevance,-lTCT7M-sG4,https://www.youtube.com/watch?v=-lTCT7M-sG4
4,heroin,relevance,cskq_zGVSZs,https://www.youtube.com/watch?v=cskq_zGVSZs
5,heroin,relevance,3Q0agc9Re2M,https://www.youtube.com/watch?v=3Q0agc9Re2M
6,heroin,relevance,PQ1i1SKdi0M,https://www.youtube.com/watch?v=PQ1i1SKdi0M
7,heroin,relevance,6o4zOMNlSco,https://www.youtube.com/watch?v=6o4zOMNlSco
8,heroin,relevance,ZMMFWPl6ue4,https://www.youtube.com/watch?v=ZMMFWPl6ue4
9,heroin,relevance,8rnSsB0vfCQ,https://www.youtube.com/watch?v=8rnSsB0vfCQ
10,heroin,relevance,Je3YADbep9w,https://www.youtube.com/watch?v=Je3YADbep9w
1,heroin,viewCount,4GRpdIV5DAQ,https://www.youtube.com/watch?v=4GRpdIV5DAQ
2,heroin,viewCount,F4qfN5UeFvQ,https://www.youtube.com/watch?v=F4qfN5UeFvQ
3,heroin,viewCount,F7tRt7EuPJQ,https://www.youtube.com/watch?v=F7tRt7EuPJQ
4,heroin,viewCount,Xtp2Z2aWsT8,https://www.youtube.com/watch?v=Xtp2Z2aWsT8
5,heroin,viewCount,FcXDMXuUPB4,https://www.youtube.com/watch?v=FcXDMXuUPB4
6,heroin,viewCount,aZk3Apw0WH8,https://www.youtube.com/watch?v=aZk3Apw0WH8
7,heroin,viewCount,oSk3P1mcXTo,https://www.youtube.com/watch?v=oSk3P1mcXTo
8,heroin,viewCount,gcg_ecqDtl0,https://www.youtube.com/watch?v=gcg_ecqDtl0
9,heroin,viewCount,hYNznNBeDnQ,https://www.youtube.com/watch?v=hYNznNBeDnQ
10,heroin,viewCount,_lqiTLEg4v0,https://www.youtube.com/watch?v=_lqiTLEg4v0
1,heroin,date,3qaH2x1_B5Q,https://www.youtube.com/watch?v=3qaH2x1_B5Q
2,heroin,date,YPuCSxz3Sis,https://www.youtube.com/watch?v=YPuCSxz3Sis
3,heroin,date,ELErUzWvyb4,https://www.youtube.com/watch?v=ELErUzWvyb4
4,heroin,date,FBWvLVm2Qes,https://www.youtube.com/watch?v=FBWvLVm2Qes
5,heroin,date,DaTTBpNdgqk,https://www.youtube.com/watch?v=DaTTBpNdgqk
6,heroin,date,S7DQINgNFTo,https://www.youtube.com/watch?v=S7DQINgNFTo
7,heroin,date,GpyucYDX7u0,https://www.youtube.com/watch?v=GpyucYDX7u0
8,heroin,date,EXVap42jBBU,https://www.youtube.com/watch?v=EXVap42jBBU
9,heroin,date,KONVddV7AOc,https://www.youtube.com/watch?v=KONVddV7AOc
10,heroin,date,VrOaD9SYKqQ,https://www.youtube.com/watch?v=VrOaD9SYKqQ
1,heroin,rating,BCSdwI5aUCg,https://www.youtube.com/watch?v=BCSdwI5aUCg
2,heroin,rating,YPuCSxz3Sis,https://www.youtube.com/watch?v=YPuCSxz3Sis
3,heroin,rating,hSFzikSncGA,https://www.youtube.com/watch?v=hSFzikSncGA
4,heroin,rating,E9xjvF3jefU,https://www.youtube.com/watch?v=E9xjvF3jefU
5,heroin,rating,S7DQINgNFTo,https://www.youtube.com/watch?v=S7DQINgNFTo
6,heroin,rating,VqMTF4kwCoQ,https://www.youtube.com/watch?v=VqMTF4kwCoQ
7,heroin,rating,TyBNuy6cD4A,https://www.youtube.com/watch?v=TyBNuy6cD4A
8,heroin,rating,1lqrnJ1CDAY,https://www.youtube.com/watch?v=1lqrnJ1CDAY
9,heroin,rating,Xqyfxr4LTrY,https://www.youtube.com/watch?v=Xqyfxr4LTrY
10,heroin,rating,fUT_OsclQfY,https://www.youtube.com/watch?v=fUT_OsclQfY
1,heroin drug,relevance,cskq_zGVSZs,https://www.youtube.com/watch?v=cskq_zGVSZs
2,heroin drug,relevance,5mqGw1X-C0M,https://www.youtube.com/watch?v=5mqGw1X-C0M
3,heroin drug,relevance,82QhIOgJy1c,https://www.youtube.com/watch?v=82QhIOgJy1c
4,heroin drug,relevance,km_5DwLMAgc,https://www.youtube.com/watch?v=km_5DwLMAgc
5,heroin drug,relevance,bczHLJ6ClbQ,https://www.youtube.com/watch?v=bczHLJ6ClbQ
6,heroin drug,relevance,3Q0agc9Re2M,https://www.youtube.com/watch?v=3Q0agc9Re2M
7,heroin drug,relevance,IhfZ7ZPPRQA,https://www.youtube.com/watch?v=IhfZ7ZPPRQA
8,heroin drug,relevance,P2EIkUaD1Zo,https://www.youtube.com/watch?v=P2EIkUaD1Zo
9,heroin drug,relevance,6o4zOMNlSco,https://www.youtube.com/watch?v=6o4zOMNlSco
10,heroin drug,relevance,bSiZPR6zUrA,https://www.youtube.com/watch?v=bSiZPR6zUrA
1,heroin drug,viewCount,fYN14UfO-Uc,https://www.youtube.com/watch?v=fYN14UfO-Uc
2,heroin drug,viewCount,5IZrYeUX3MI,https://www.youtube.com/watch?v=5IZrYeUX3MI
3,heroin drug,viewCount,JsUH8llvTZo,https://www.youtube.com/watch?v=JsUH8llvTZo
4,heroin drug,viewCount,4B9bY4AIu8M,https://www.youtube.com/watch?v=4B9bY4AIu8M
5,heroin drug,viewCount,FdwsbedTO2U,https://www.youtube.com/watch?v=FdwsbedTO2U
6,heroin drug,viewCount,28rJqj-7pEY,https://www.youtube.com/watch?v=28rJqj-7pEY
7,heroin drug,viewCount,PY9DcIMGxMs,https://www.youtube.com/watch?v=PY9DcIMGxMs
8,heroin drug,viewCount,i--yLz_i44c,https://www.youtube.com/watch?v=i--yLz_i44c
9,heroin drug,viewCount,PHVGL1BDXXU,https://www.youtube.com/watch?v=PHVGL1BDXXU
10,heroin drug,viewCount,82QhIOgJy1c,https://www.youtube.com/watch?v=82QhIOgJy1c
1,heroin drug,date,ARh25YI99DM,https://www.youtube.com/watch?v=ARh25YI99DM
2,heroin drug,date,3qaH2x1_B5Q,https://www.youtube.com/watch?v=3qaH2x1_B5Q
3,heroin drug,date,YPuCSxz3Sis,https://www.youtube.com/watch?v=YPuCSxz3Sis
4,heroin drug,date,sR09EvKa6Ss,https://www.youtube.com/watch?v=sR09EvKa6Ss
5,heroin drug,date,qEd96qzhDnE,https://www.youtube.com/watch?v=qEd96qzhDnE
6,heroin drug,date,5Uxe86NaHX4,https://www.youtube.com/watch?v=5Uxe86NaHX4
7,heroin drug,date,gyfaVBdktgA,https://www.youtube.com/watch?v=gyfaVBdktgA
8,heroin drug,date,GzJJ04iOJ5w,https://www.youtube.com/watch?v=GzJJ04iOJ5w
9,heroin drug,date,jP07Lb_xzNg,https://www.youtube.com/watch?v=jP07Lb_xzNg
10,heroin drug,date,IVvuaetdZAQ,https://www.youtube.com/watch?v=IVvuaetdZAQ
1,heroin drug,rating,YPuCSxz3Sis,https://www.youtube.com/watch?v=YPuCSxz3Sis
2,heroin drug,rating,GzJJ04iOJ5w,https://www.youtube.com/watch?v=GzJJ04iOJ5w
3,heroin drug,rating,fP6w_LagX40,https://www.youtube.com/watch?v=fP6w_LagX40
4,heroin drug,rating,vyyZmVZwf1I,https://www.youtube.com/watch?v=vyyZmVZwf1I
5,heroin drug,rating,7YBSaTaUZhY,https://www.youtube.com/watch?v=7YBSaTaUZhY
6,heroin drug,rating,6e8AYeSMSW0,https://www.youtube.com/watch?v=6e8AYeSMSW0
7,heroin drug,rating,fUT_OsclQfY,https://www.youtube.com/watch?v=fUT_OsclQfY
8,heroin drug,rating,6dbDvfBnuUQ,https://www.youtube.com/watch?v=6dbDvfBnuUQ
9,heroin drug,rating,GTnj09HBVTU,https://www.youtube.com/watch?v=GTnj09HBVTU
10,heroin drug,rating,CD8rDufLSh4,https://www.youtube.com/watch?v=CD8rDufLSh4
1,heroin addiction,relevance,cskq_zGVSZs,https://www.youtube.com/watch?v=cskq_zGVSZs
2,heroin addiction,relevance,_Cnhq4pCpxM,https://www.youtube.com/watch?v=_Cnhq4pCpxM
3,heroin addiction,relevance,3Q0agc9Re2M,https://www.youtube.com/watch?v=3Q0agc9Re2M
4,heroin addiction,relevance,zeU2tDRTlMM,https://www.youtube.com/watch?v=zeU2tDRTlMM
5,heroin addiction,relevance,24Fut-RNHtE,https://www.youtube.com/watch?v=24Fut-RNHtE
6,heroin addiction,relevance,bSiZPR6zUrA,https://www.youtube.com/watch?v=bSiZPR6zUrA
7,heroin addiction,relevance,55N7syoDRaU,https://www.youtube.com/watch?v=55N7syoDRaU
8,heroin addiction,relevance,-SCTChAc7ew,https://www.youtube.com/watch?v=-SCTChAc7ew
9,heroin addiction,relevance,YZUg86Lc_Gs,https://www.youtube.com/watch?v=YZUg86Lc_Gs
10,heroin addiction,relevance,bczHLJ6ClbQ,https://www.youtube.com/watch?v=bczHLJ6ClbQ
1,heroin addiction,viewCount,bnCT0GXgLJg,https://www.youtube.com/watch?v=bnCT0GXgLJg
2,heroin addiction,viewCount,_qlJlqlfvuw,https://www.youtube.com/watch?v=_qlJlqlfvuw
3,heroin addiction,viewCount,BG70kTLfS7w,https://www.youtube.com/watch?v=BG70kTLfS7w
4,heroin addiction,viewCount,_FyHhC3Y8Fc,https://www.youtube.com/watch?v=_FyHhC3Y8Fc
5,heroin addiction,viewCount,i--yLz_i44c,https://www.youtube.com/watch?v=i--yLz_i44c
6,heroin addiction,viewCount,H6ZFzEW7_Q4,https://www.youtube.com/watch?v=H6ZFzEW7_Q4
7,heroin addiction,viewCount,NaMgdlUcsko,https://www.youtube.com/watch?v=NaMgdlUcsko
8,heroin addiction,viewCount,pR_4t09yqCM,https://www.youtube.com/watch?v=pR_4t09yqCM
9,heroin addiction,viewCount,IBQMNg517Ug,https://www.youtube.com/watch?v=IBQMNg517Ug
10,heroin addiction,viewCount,l9Z1uTX7z58,https://www.youtube.com/watch?v=l9Z1uTX7z58
1,heroin addiction,date,ARh25YI99DM,https://www.youtube.com/watch?v=ARh25YI99DM
2,heroin addiction,date,3qaH2x1_B5Q,https://www.youtube.com/watch?v=3qaH2x1_B5Q
3,heroin addiction,date,YPuCSxz3Sis,https://www.youtube.com/watch?v=YPuCSxz3Sis
4,heroin addiction,date,Te2BVuTkyrc,https://www.youtube.com/watch?v=Te2BVuTkyrc
5,heroin addiction,date,IVvuaetdZAQ,https://www.youtube.com/watch?v=IVvuaetdZAQ
6,heroin addiction,date,Wd5KVpRgRyg,https://www.youtube.com/watch?v=Wd5KVpRgRyg
7,heroin addiction,date,NBG_QiFQUYY,https://www.youtube.com/watch?v=NBG_QiFQUYY
8,heroin addiction,date,6e8AYeSMSW0,https://www.youtube.com/watch?v=6e8AYeSMSW0
9,heroin addiction,date,GTnj09HBVTU,https://www.youtube.com/watch?v=GTnj09HBVTU
10,heroin addiction,date,ltu56gqdH6o,https://www.youtube.com/watch?v=ltu56gqdH6o
1,heroin addiction,rating,gXY8G0rWylA,https://www.youtube.com/watch?v=gXY8G0rWylA
2,heroin addiction,rating,ExJSnMRU0AU,https://www.youtube.com/watch?v=ExJSnMRU0AU
3,heroin addiction,rating,YPuCSxz3Sis,https://www.youtube.com/watch?v=YPuCSxz3Sis
4,heroin addiction,rating,vyyZmVZwf1I,https://www.youtube.com/watch?v=vyyZmVZwf1I
5,heroin addiction,rating,xCy40PSNYBc,https://www.youtube.com/watch?v=xCy40PSNYBc
6,heroin addiction,rating,Y-l54FPyOM0,https://www.youtube.com/watch?v=Y-l54FPyOM0
7,heroin addiction,rating,lBxlDnHC98A,https://www.youtube.com/watch?v=lBxlDnHC98A
8,heroin addiction,rating,SZu8Lbv_sdo,https://www.youtube.com/watch?v=SZu8Lbv_sdo
9,heroin addiction,rating,mnuhmXjZhIc,https://www.youtube.com/watch?v=mnuhmXjZhIc
10,heroin addiction,rating,2511dULHz-I,https://www.youtube.com/watch?v=2511dULHz-I
1,herion,relevance,bczHLJ6ClbQ,https://www.youtube.com/watch?v=bczHLJ6ClbQ
2,herion,relevance,IhfZ7ZPPRQA,https://www.youtube.com/watch?v=IhfZ7ZPPRQA
3,herion,relevance,3Q0agc9Re2M,https://www.youtube.com/watch?v=3Q0agc9Re2M
4,herion,relevance,cskq_zGVSZs,https://www.youtube.com/watch?v=cskq_zGVSZs
5,herion,relevance,ZMMFWPl6ue4,https://www.youtube.com/watch?v=ZMMFWPl6ue4
6,herion,relevance,PQ1i1SKdi0M,https://www.youtube.com/watch?v=PQ1i1SKdi0M
7,herion,relevance,-lTCT7M-sG4,https://www.youtube.com/watch?v=-lTCT7M-sG4
8,herion,relevance,8rnSsB0vfCQ,https://www.youtube.com/watch?v=8rnSsB0vfCQ
9,herion,relevance,6o4zOMNlSco,https://www.youtube.com/watch?v=6o4zOMNlSco
10,herion,relevance,wFpxb0M8KjU,https://www.youtube.com/watch?v=wFpxb0M8KjU
1,herion,viewCount,F7tRt7EuPJQ,https://www.youtube.com/watch?v=F7tRt7EuPJQ
2,herion,viewCount,FcXDMXuUPB4,https://www.youtube.com/watch?v=FcXDMXuUPB4
3,herion,viewCount,aZk3Apw0WH8,https://www.youtube.com/watch?v=aZk3Apw0WH8
4,herion,viewCount,gcg_ecqDtl0,https://www.youtube.com/watch?v=gcg_ecqDtl0
5,herion,viewCount,6xcwt9mSbYE,https://www.youtube.com/watch?v=6xcwt9mSbYE
6,herion,viewCount,28rJqj-7pEY,https://www.youtube.com/watch?v=28rJqj-7pEY
7,herion,viewCount,3-nW3luYvzc,https://www.youtube.com/watch?v=3-nW3luYvzc
8,herion,viewCount,_FyHhC3Y8Fc,https://www.youtube.com/watch?v=_FyHhC3Y8Fc
9,herion,viewCount,i--yLz_i44c,https://www.youtube.com/watch?v=i--yLz_i44c
10,herion,viewCount,W-ZdQ0z5cLM,https://www.youtube.com/watch?v=W-ZdQ0z5cLM
1,herion,date,3qaH2x1_B5Q,https://www.youtube.com/watch?v=3qaH2x1_B5Q
2,herion,date,ELErUzWvyb4,https://www.youtube.com/watch?v=ELErUzWvyb4
3,herion,date,DaTTBpNdgqk,https://www.youtube.com/watch?v=DaTTBpNdgqk
4,herion,date,j0KT_DL9ZBs,https://www.youtube.com/watch?v=j0KT_DL9ZBs
5,herion,date,RkpQcTzhBL0,https://www.youtube.com/watch?v=RkpQcTzhBL0
6,herion,date,Z6ChWc12AhM,https://www.youtube.com/watch?v=Z6ChWc12AhM
7,herion,date,jP07Lb_xzNg,https://www.youtube.com/watch?v=jP07Lb_xzNg
8,herion,date,yyE-XuUTw9Y,https://www.youtube.com/watch?v=yyE-XuUTw9Y
9,herion,date,JK0-NBNN-Q4,https://www.youtube.com/watch?v=JK0-NBNN-Q4
10,herion,date,1UcFK8KcYJw,https://www.youtube.com/watch?v=1UcFK8KcYJw
1,herion,rating,d50kgDlKLGU,https://www.youtube.com/watch?v=d50kgDlKLGU
2,herion,rating,hSFzikSncGA,https://www.youtube.com/watch?v=hSFzikSncGA
3,herion,rating,fP6w_LagX40,https://www.youtube.com/watch?v=fP6w_LagX40
4,herion,rating,vyyZmVZwf1I,https://www.youtube.com/watch?v=vyyZmVZwf1I
5,herion,rating,GmnZFqmRkec,https://www.youtube.com/watch?v=GmnZFqmRkec
6,herion,rating,EL2iiFuJ08c,https://www.youtube.com/watch?v=EL2iiFuJ08c
7,herion,rating,Z6ChWc12AhM,https://www.youtube.com/watch?v=Z6ChWc12AhM
8,herion,rating,5Fk4P_tQi3k,https://www.youtube.com/watch?v=5Fk4P_tQi3k
9,herion,rating,-3ehoeoJj30,https://www.youtube.com/watch?v=-3ehoeoJj30
10,herion,rating,4m3u6hfuQFU,https://www.youtube.com/watch?v=4m3u6hfuQFU
1,codeine,relevance,SQJdyRzIHlc,https://www.youtube.com/watch?v=SQJdyRzIHlc
2,codeine,relevance,o1yUKfvnqRQ,https://www.youtube.com/watch?v=o1yUKfvnqRQ
3,codeine,relevance,sTRzt1Amjz0,https://www.youtube.com/watch?v=sTRzt1Amjz0
4,codeine,relevance,VEhUttKGt6M,https://www.youtube.com/watch?v=VEhUttKGt6M
5,codeine,relevance,mh15OTzSdls,https://www.youtube.com/watch?v=mh15OTzSdls
6,codeine,relevance,2oZ9cGcusbE,https://www.youtube.com/watch?v=2oZ9cGcusbE
7,codeine,relevance,y9jPlgPZq4I,https://www.youtube.com/watch?v=y9jPlgPZq4I
8,codeine,relevance,p668TNwW1sc,https://www.youtube.com/watch?v=p668TNwW1sc
9,codeine,relevance,De-ix0D60Yg,https://www.youtube.com/watch?v=De-ix0D60Yg
10,codeine,relevance,ltVDZNPFiiE,https://www.youtube.com/watch?v=ltVDZNPFiiE
1,codeine,viewCount,7cDYYvOhKwg,https://www.youtube.com/watch?v=7cDYYvOhKwg
2,codeine,viewCount,g7_uKDsv7HM,https://www.youtube.com/watch?v=g7_uKDsv7HM
3,codeine,viewCount,q2ioZ5SezmY,https://www.youtube.com/watch?v=q2ioZ5SezmY
4,codeine,viewCount,dzdVk_08i_Y,https://www.youtube.com/watch?v=dzdVk_08i_Y
5,codeine,viewCount,8lsDuWzIvQw,https://www.youtube.com/watch?v=8lsDuWzIvQw
6,codeine,viewCount,n2SM_ZwmKw0,https://www.youtube.com/watch?v=n2SM_ZwmKw0
7,codeine,viewCount,PJ-nut_GN7I,https://www.youtube.com/watch?v=PJ-nut_GN7I
8,codeine,viewCount,csOZutpHDyc,https://www.youtube.com/watch?v=csOZutpHDyc
9,codeine,viewCount,O7eVICpL8FY,https://www.youtube.com/watch?v=O7eVICpL8FY
10,codeine,viewCount,-bmp4QWzHak,https://www.youtube.com/watch?v=-bmp4QWzHak
1,codeine,date,SogKYvh3D3o,https://www.youtube.com/watch?v=SogKYvh3D3o
2,codeine,date,ImIyZkNjdJ0,https://www.youtube.com/watch?v=ImIyZkNjdJ0
3,codeine,date,lM_zH5CK4uo,https://www.youtube.com/watch?v=lM_zH5CK4uo
4,codeine,date,y3q88RTL0YI,https://www.youtube.com/watch?v=y3q88RTL0YI
5,codeine,date,WaGdXXerDtA,https://www.youtube.com/watch?v=WaGdXXerDtA
6,codeine,date,G6k3RYZdYzs,https://www.youtube.com/watch?v=G6k3RYZdYzs
7,codeine,date,xQmP_cM2OUI,https://www.youtube.com/watch?v=xQmP_cM2OUI
8,codeine,date,Z8-n___3J5A,https://www.youtube.com/watch?v=Z8-n___3J5A
9,codeine,date,yo0Tlguc27g,https://www.youtube.com/watch?v=yo0Tlguc27g
10,codeine,date,iDqrWbIBP-M,https://www.youtube.com/watch?v=iDqrWbIBP-M
1,codeine,rating,DoQT9WBrZms,https://www.youtube.com/watch?v=DoQT9WBrZms
2,codeine,rating,h1KX4CBJNkQ,https://www.youtube.com/watch?v=h1KX4CBJNkQ
3,codeine,rating,YAzliHP8uc4,https://www.youtube.com/watch?v=YAzliHP8uc4
4,codeine,rating,sDfVqHePk0o,https://www.youtube.com/watch?v=sDfVqHePk0o
5,codeine,rating,ghhiA36JgAk,https://www.youtube.com/watch?v=ghhiA36JgAk
6,codeine,rating,bq009mOzalM,https://www.youtube.com/watch?v=bq009mOzalM
7,codeine,rating,8cRuY17jYtw,https://www.youtube.com/watch?v=8cRuY17jYtw
8,codeine,rating,ej8BkYdcGc0,https://www.youtube.com/watch?v=ej8BkYdcGc0
9,codeine,rating,xp2HNcprNDw,https://www.youtube.com/watch?v=xp2HNcprNDw
10,codeine,rating,8gQFhApdOIY,https://www.youtube.com/watch?v=8gQFhApdOIY
1,codeina,relevance,dxMNH5a343o,https://www.youtube.com/watch?v=dxMNH5a343o
2,codeina,relevance,HAPHcEbWkkI,https://www.youtube.com/watch?v=HAPHcEbWkkI
3,codeina,relevance,O7eVICpL8FY,https://www.youtube.com/watch?v=O7eVICpL8FY
4,codeina,relevance,7cDYYvOhKwg,https://www.youtube.com/watch?v=7cDYYvOhKwg
5,codeina,relevance,x6kTtl_BQa4,https://www.youtube.com/watch?v=x6kTtl_BQa4
6,codeina,relevance,s_ewgjx9iNg,https://www.youtube.com/watch?v=s_ewgjx9iNg
7,codeina,relevance,PgpkiLSNVeg,https://www.youtube.com/watch?v=PgpkiLSNVeg
8,codeina,relevance,qDccWDLKmEY,https://www.youtube.com/watch?v=qDccWDLKmEY
9,codeina,relevance,sbxJPz3oOvA,https://www.youtube.com/watch?v=sbxJPz3oOvA
10,codeina,relevance,bhaBHe2G6kw,https://www.youtube.com/watch?v=bhaBHe2G6kw
1,codeina,viewCount,7cDYYvOhKwg,https://www.youtube.com/watch?v=7cDYYvOhKwg
2,codeina,viewCount,qX9JtGKxtGU,https://www.youtube.com/watch?v=qX9JtGKxtGU
3,codeina,viewCount,g7_uKDsv7HM,https://www.youtube.com/watch?v=g7_uKDsv7HM
4,codeina,viewCount,qDccWDLKmEY,https://www.youtube.com/watch?v=qDccWDLKmEY
5,codeina,viewCount,q2ioZ5SezmY,https://www.youtube.com/watch?v=q2ioZ5SezmY
6,codeina,viewCount,HAPHcEbWkkI,https://www.youtube.com/watch?v=HAPHcEbWkkI
7,codeina,viewCount,8lsDuWzIvQw,https://www.youtube.com/watch?v=8lsDuWzIvQw
8,codeina,viewCount,s_ewgjx9iNg,https://www.youtube.com/watch?v=s_ewgjx9iNg
9,codeina,viewCount,n2SM_ZwmKw0,https://www.youtube.com/watch?v=n2SM_ZwmKw0
10,codeina,viewCount,PJ-nut_GN7I,https://www.youtube.com/watch?v=PJ-nut_GN7I
1,codeina,date,po2T84RA-pM,https://www.youtube.com/watch?v=po2T84RA-pM
2,codeina,date,oUXOf3EE_4w,https://www.youtube.com/watch?v=oUXOf3EE_4w
3,codeina,date,G6k3RYZdYzs,https://www.youtube.com/watch?v=G6k3RYZdYzs
4,codeina,date,xQmP_cM2OUI,https://www.youtube.com/watch?v=xQmP_cM2OUI
5,codeina,date,Z8-n___3J5A,https://www.youtube.com/watch?v=Z8-n___3J5A
6,codeina,date,yo0Tlguc27g,https://www.youtube.com/watch?v=yo0Tlguc27g
7,codeina,date,iDqrWbIBP-M,https://www.youtube.com/watch?v=iDqrWbIBP-M
8,codeina,date,Y1FbfrKqXT8,https://www.youtube.com/watch?v=Y1FbfrKqXT8
9,codeina,date,JY6_t6r26MI,https://www.youtube.com/watch?v=JY6_t6r26MI
10,codeina,date,6OKMVSl_PYk,https://www.youtube.com/watch?v=6OKMVSl_PYk
1,codeina,rating,0g8mtwkvZfE,https://www.youtube.com/watch?v=0g8mtwkvZfE
2,codeina,rating,3XMBtLQtbQs,https://www.youtube.com/watch?v=3XMBtLQtbQs
3,codeina,rating,8cRuY17jYtw,https://www.youtube.com/watch?v=8cRuY17jYtw
4,codeina,rating,aHdnPpuHcxo,https://www.youtube.com/watch?v=aHdnPpuHcxo
5,codeina,rating,xp2HNcprNDw,https://www.youtube.com/watch?v=xp2HNcprNDw
6,codeina,rating,8gQFhApdOIY,https://www.youtube.com/watch?v=8gQFhApdOIY
7,codeina,rating,lHcM3mnopW4,https://www.youtube.com/watch?v=lHcM3mnopW4
8,codeina,rating,OQTzaiaZTf0,https://www.youtube.com/watch?v=OQTzaiaZTf0
9,codeina,rating,tSW6EO8g0b8,https://www.youtube.com/watch?v=tSW6EO8g0b8
10,codeina,rating,pmpd7vLKK8g,https://www.youtube.com/watch?v=pmpd7vLKK8g
1,codine,relevance,o1yUKfvnqRQ,https://www.youtube.com/watch?v=o1yUKfvnqRQ
2,codine,relevance,sTRzt1Amjz0,https://www.youtube.com/watch?v=sTRzt1Amjz0
3,codine,relevance,ZP_m4W38p0s,https://www.youtube.com/watch?v=ZP_m4W38p0s
