ranking,query,sort_by_filter,video_id,video_url
2,kratom benefits,viewCount,9Eczya079KQ,https://www.youtube.com/watch?v=9Eczya079KQ
3,kratom benefits,viewCount,l9-TrCUTg_0,https://www.youtube.com/watch?v=l9-TrCUTg_0
4,kratom benefits,viewCount,3byDHCAupJ0,https://www.youtube.com/watch?v=3byDHCAupJ0
5,kratom benefits,viewCount,qpXwkLYMD2w,https://www.youtube.com/watch?v=qpXwkLYMD2w
6,kratom benefits,viewCount,AqNetM7OWj0,https://www.youtube.com/watch?v=AqNetM7OWj0
7,kratom benefits,viewCount,ZFjpBvbGbGo,https://www.youtube.com/watch?v=ZFjpBvbGbGo
8,kratom benefits,viewCount,rdTNmwvyW2k,https://www.youtube.com/watch?v=rdTNmwvyW2k
9,kratom benefits,viewCount,dgXINN0NTHc,https://www.youtube.com/watch?v=dgXINN0NTHc
10,kratom benefits,viewCount,iPX2uh5xYn8,https://www.youtube.com/watch?v=iPX2uh5xYn8
1,kratom benefits,date,yFri_BY6U1M,https://www.youtube.com/watch?v=yFri_BY6U1M
2,kratom benefits,date,dMuebB6UM90,https://www.youtube.com/watch?v=dMuebB6UM90
3,kratom benefits,date,BlP6OhUKWxs,https://www.youtube.com/watch?v=BlP6OhUKWxs
4,kratom benefits,date,I9DXzGYSQSQ,https://www.youtube.com/watch?v=I9DXzGYSQSQ
5,kratom benefits,date,ZqcPiGQELXE,https://www.youtube.com/watch?v=ZqcPiGQELXE
6,kratom benefits,date,Wq2TUtQYosw,https://www.youtube.com/watch?v=Wq2TUtQYosw
7,kratom benefits,date,1581OFx8ihg,https://www.youtube.com/watch?v=1581OFx8ihg
8,kratom benefits,date,UD89a9t_vRg,https://www.youtube.com/watch?v=UD89a9t_vRg
9,kratom benefits,date,7eg-MPkEDlo,https://www.youtube.com/watch?v=7eg-MPkEDlo
10,kratom benefits,date,Pzu_Q18Vft0,https://www.youtube.com/watch?v=Pzu_Q18Vft0
1,kratom benefits,rating,oKTITvfhQeQ,https://www.youtube.com/watch?v=oKTITvfhQeQ
2,kratom benefits,rating,BOBGGbb70u4,https://www.youtube.com/watch?v=BOBGGbb70u4
3,kratom benefits,rating,IJRFhuA82ro,https://www.youtube.com/watch?v=IJRFhuA82ro
4,kratom benefits,rating,XFOY9mVfxMg,https://www.youtube.com/watch?v=XFOY9mVfxMg
5,kratom benefits,rating,uh0Xdim6JkU,https://www.youtube.com/watch?v=uh0Xdim6JkU
6,kratom benefits,rating,_LSDsfQyBfQ,https://www.youtube.com/watch?v=_LSDsfQyBfQ
7,kratom benefits,rating,m2dl8wZE4ZA,https://www.youtube.com/watch?v=m2dl8wZE4ZA
8,kratom benefits,rating,JBjnPIIe5DA,https://www.youtube.com/watch?v=JBjnPIIe5DA
9,kratom benefits,rating,RE4cuBUH95g,https://www.youtube.com/watch?v=RE4cuBUH95g
10,kratom benefits,rating,hfRnJSOx9kk,https://www.youtube.com/watch?v=hfRnJSOx9kk
1,kratom psychosis,relevance,xGyOYYpWU1w,https://www.youtube.com/watch?v=xGyOYYpWU1w
2,kratom psychosis,relevance,EYWy77vZsYY,https://www.youtube.com/watch?v=EYWy77vZsYY
3,kratom psychosis,relevance,-q0Lff9L3uA,https://www.youtube.com/watch?v=-q0Lff9L3uA
4,kratom psychosis,relevance,AqNetM7OWj0,https://www.youtube.com/watch?v=AqNetM7OWj0
5,kratom psychosis,relevance,Rws1niDxqK8,https://www.youtube.com/watch?v=Rws1niDxqK8
6,kratom psychosis,relevance,odr8uCpwsk8,https://www.youtube.com/watch?v=odr8uCpwsk8
7,kratom psychosis,relevance,J0HFsuEIUVM,https://www.youtube.com/watch?v=J0HFsuEIUVM
8,kratom psychosis,relevance,m8ZCEj1sYME,https://www.youtube.com/watch?v=m8ZCEj1sYME
9,kratom psychosis,relevance,wCPDoW89ISM,https://www.youtube.com/watch?v=wCPDoW89ISM
10,kratom psychosis,relevance,iqWo7W4A0Q0,https://www.youtube.com/watch?v=iqWo7W4A0Q0
1,kratom psychosis,viewCount,Rws1niDxqK8,https://www.youtube.com/watch?v=Rws1niDxqK8
2,kratom psychosis,viewCount,AqNetM7OWj0,https://www.youtube.com/watch?v=AqNetM7OWj0
3,kratom psychosis,viewCount,ozS4LrnODy4,https://www.youtube.com/watch?v=ozS4LrnODy4
4,kratom psychosis,viewCount,qtUZvsVI56o,https://www.youtube.com/watch?v=qtUZvsVI56o
5,kratom psychosis,viewCount,ExBHuUS-y9c,https://www.youtube.com/watch?v=ExBHuUS-y9c
6,kratom psychosis,viewCount,m8ZCEj1sYME,https://www.youtube.com/watch?v=m8ZCEj1sYME
7,kratom psychosis,viewCount,5LRBqjtUMBk,https://www.youtube.com/watch?v=5LRBqjtUMBk
8,kratom psychosis,viewCount,7bofaqjdTDE,https://www.youtube.com/watch?v=7bofaqjdTDE
9,kratom psychosis,viewCount,K6ISPvlVNU4,https://www.youtube.com/watch?v=K6ISPvlVNU4
10,kratom psychosis,viewCount,EYWy77vZsYY,https://www.youtube.com/watch?v=EYWy77vZsYY
1,kratom psychosis,date,1581OFx8ihg,https://www.youtube.com/watch?v=1581OFx8ihg
2,kratom psychosis,date,fXGb5SA2cvs,https://www.youtube.com/watch?v=fXGb5SA2cvs
3,kratom psychosis,date,bfXkkwgFk-Q,https://www.youtube.com/watch?v=bfXkkwgFk-Q
4,kratom psychosis,date,wCAg0kehc-o,https://www.youtube.com/watch?v=wCAg0kehc-o
5,kratom psychosis,date,xGyOYYpWU1w,https://www.youtube.com/watch?v=xGyOYYpWU1w
6,kratom psychosis,date,RtYnmHaFO8Q,https://www.youtube.com/watch?v=RtYnmHaFO8Q
7,kratom psychosis,date,xF9qXZPd5Wo,https://www.youtube.com/watch?v=xF9qXZPd5Wo
8,kratom psychosis,date,LlTjqSP6uiI,https://www.youtube.com/watch?v=LlTjqSP6uiI
9,kratom psychosis,date,Q3-T6qruTzE,https://www.youtube.com/watch?v=Q3-T6qruTzE
10,kratom psychosis,date,Uwc1faXI7cw,https://www.youtube.com/watch?v=Uwc1faXI7cw
1,kratom psychosis,rating,LlTjqSP6uiI,https://www.youtube.com/watch?v=LlTjqSP6uiI
2,kratom psychosis,rating,MCoG_l8BPVE,https://www.youtube.com/watch?v=MCoG_l8BPVE
3,kratom psychosis,rating,PnjN6pIuWDE,https://www.youtube.com/watch?v=PnjN6pIuWDE
4,kratom psychosis,rating,bfXkkwgFk-Q,https://www.youtube.com/watch?v=bfXkkwgFk-Q
5,kratom psychosis,rating,g0FvWMjwJwI,https://www.youtube.com/watch?v=g0FvWMjwJwI
6,kratom psychosis,rating,G6gJdwWiNwk,https://www.youtube.com/watch?v=G6gJdwWiNwk
7,kratom psychosis,rating,Uwc1faXI7cw,https://www.youtube.com/watch?v=Uwc1faXI7cw
8,kratom psychosis,rating,wCAg0kehc-o,https://www.youtube.com/watch?v=wCAg0kehc-o
9,kratom psychosis,rating,bhwvk3FsXc8,https://www.youtube.com/watch?v=bhwvk3FsXc8
10,kratom psychosis,rating,fXGb5SA2cvs,https://www.youtube.com/watch?v=fXGb5SA2cvs
1,narcan,relevance,1f54eFFU82g,https://www.youtube.com/watch?v=1f54eFFU82g
2,narcan,relevance,kYBExg0YYg8,https://www.youtube.com/watch?v=kYBExg0YYg8
3,narcan,relevance,WkWXX5DPmpg,https://www.youtube.com/watch?v=WkWXX5DPmpg
4,narcan,relevance,LmxZkNW7VKM,https://www.youtube.com/watch?v=LmxZkNW7VKM
5,narcan,relevance,7pvaperRvNc,https://www.youtube.com/watch?v=7pvaperRvNc
6,narcan,relevance,6cVMupA4aIs,https://www.youtube.com/watch?v=6cVMupA4aIs
7,narcan,relevance,L4si1O87YLw,https://www.youtube.com/watch?v=L4si1O87YLw
8,narcan,relevance,RcAaZQQqd50,https://www.youtube.com/watch?v=RcAaZQQqd50
9,narcan,relevance,I5CaQdi8zQY,https://www.youtube.com/watch?v=I5CaQdi8zQY
10,narcan,relevance,Y2kF9dN4Qg4,https://www.youtube.com/watch?v=Y2kF9dN4Qg4
1,narcan,viewCount,C316dBoG95E,https://www.youtube.com/watch?v=C316dBoG95E
2,narcan,viewCount,p8NaVd5Q7MU,https://www.youtube.com/watch?v=p8NaVd5Q7MU
3,narcan,viewCount,wcG7Vr8BBJ0,https://www.youtube.com/watch?v=wcG7Vr8BBJ0
4,narcan,viewCount,3dkSxB1e6T0,https://www.youtube.com/watch?v=3dkSxB1e6T0
5,narcan,viewCount,ctUbaR3FxDg,https://www.youtube.com/watch?v=ctUbaR3FxDg
6,narcan,viewCount,LP789Xj2aSs,https://www.youtube.com/watch?v=LP789Xj2aSs
7,narcan,viewCount,Dxo3oSYRqMg,https://www.youtube.com/watch?v=Dxo3oSYRqMg
8,narcan,viewCount,RL4-Umip_Cc,https://www.youtube.com/watch?v=RL4-Umip_Cc
9,narcan,viewCount,aZu9xUcoRrs,https://www.youtube.com/watch?v=aZu9xUcoRrs
10,narcan,viewCount,YfOPWrzIJj0,https://www.youtube.com/watch?v=YfOPWrzIJj0
1,narcan,date,ZtsXun2nd4A,https://www.youtube.com/watch?v=ZtsXun2nd4A
2,narcan,date,H46-9UB6QP8,https://www.youtube.com/watch?v=H46-9UB6QP8
3,narcan,date,xhnDlz68_u8,https://www.youtube.com/watch?v=xhnDlz68_u8
4,narcan,date,9JEdpnQzcAA,https://www.youtube.com/watch?v=9JEdpnQzcAA
5,narcan,date,W8SIkEkfJG0,https://www.youtube.com/watch?v=W8SIkEkfJG0
6,narcan,date,cYKbT-fZGoQ,https://www.youtube.com/watch?v=cYKbT-fZGoQ
7,narcan,date,aonSQASH4Lc,https://www.youtube.com/watch?v=aonSQASH4Lc
8,narcan,date,do8CYiJcnOU,https://www.youtube.com/watch?v=do8CYiJcnOU
9,narcan,date,c4h-DFrSHkY,https://www.youtube.com/watch?v=c4h-DFrSHkY
10,narcan,date,SjiuikC0ca4,https://www.youtube.com/watch?v=SjiuikC0ca4
1,narcan,rating,S2x2LMYRM2Y,https://www.youtube.com/watch?v=S2x2LMYRM2Y
2,narcan,rating,L8NAXXSiv2A,https://www.youtube.com/watch?v=L8NAXXSiv2A
3,narcan,rating,udrfSdSdDjc,https://www.youtube.com/watch?v=udrfSdSdDjc
4,narcan,rating,2OefECdjKIQ,https://www.youtube.com/watch?v=2OefECdjKIQ
5,narcan,rating,a6NRYxHFj24,https://www.youtube.com/watch?v=a6NRYxHFj24
6,narcan,rating,LA1XDO1_7eQ,https://www.youtube.com/watch?v=LA1XDO1_7eQ
7,narcan,rating,KMFhfx2Vh1k,https://www.youtube.com/watch?v=KMFhfx2Vh1k
8,narcan,rating,GA8aG9T-D1g,https://www.youtube.com/watch?v=GA8aG9T-D1g
9,narcan,rating,lNVtOhY8xSU,https://www.youtube.com/watch?v=lNVtOhY8xSU
10,narcan,rating,dNZ3FPmIY0Y,https://www.youtube.com/watch?v=dNZ3FPmIY0Y
1,narcan training,relevance,nurz9qPGKws,https://www.youtube.com/watch?v=nurz9qPGKws
2,narcan training,relevance,dBF0ovVWPYc,https://www.youtube.com/watch?v=dBF0ovVWPYc
3,narcan training,relevance,9QPUCNYyKIM,https://www.youtube.com/watch?v=9QPUCNYyKIM
4,narcan training,relevance,6cVMupA4aIs,https://www.youtube.com/watch?v=6cVMupA4aIs
5,narcan training,relevance,cssRZEI9ujY,https://www.youtube.com/watch?v=cssRZEI9ujY
6,narcan training,relevance,Qo8rg--Soyg,https://www.youtube.com/watch?v=Qo8rg--Soyg
7,narcan training,relevance,GtYl2y3iEgw,https://www.youtube.com/watch?v=GtYl2y3iEgw
8,narcan training,relevance,xa7X00_QKWk,https://www.youtube.com/watch?v=xa7X00_QKWk
9,narcan training,relevance,m1bPvMgmeeo,https://www.youtube.com/watch?v=m1bPvMgmeeo
10,narcan training,relevance,WnjgrRNMfKM,https://www.youtube.com/watch?v=WnjgrRNMfKM
1,narcan training,viewCount,WnjgrRNMfKM,https://www.youtube.com/watch?v=WnjgrRNMfKM
2,narcan training,viewCount,nurz9qPGKws,https://www.youtube.com/watch?v=nurz9qPGKws
3,narcan training,viewCount,cssRZEI9ujY,https://www.youtube.com/watch?v=cssRZEI9ujY
4,narcan training,viewCount,xa7X00_QKWk,https://www.youtube.com/watch?v=xa7X00_QKWk
5,narcan training,viewCount,BHNelucT728,https://www.youtube.com/watch?v=BHNelucT728
6,narcan training,viewCount,dBF0ovVWPYc,https://www.youtube.com/watch?v=dBF0ovVWPYc
7,narcan training,viewCount,9ZmSXQfi74k,https://www.youtube.com/watch?v=9ZmSXQfi74k
8,narcan training,viewCount,mwxuN24nVWw,https://www.youtube.com/watch?v=mwxuN24nVWw
9,narcan training,viewCount,VaaW1jCsARQ,https://www.youtube.com/watch?v=VaaW1jCsARQ
10,narcan training,viewCount,4qDXVgXtuX4,https://www.youtube.com/watch?v=4qDXVgXtuX4
1,narcan training,date,Zp2tqrlv6r8,https://www.youtube.com/watch?v=Zp2tqrlv6r8
2,narcan training,date,JRM3Jl6vKaE,https://www.youtube.com/watch?v=JRM3Jl6vKaE
3,narcan training,date,vnfhDQjcsD4,https://www.youtube.com/watch?v=vnfhDQjcsD4
4,narcan training,date,UeGvcO3pO1U,https://www.youtube.com/watch?v=UeGvcO3pO1U
5,narcan training,date,lIvh64Yx1Dg,https://www.youtube.com/watch?v=lIvh64Yx1Dg
6,narcan training,date,d1sC4-N8HwM,https://www.youtube.com/watch?v=d1sC4-N8HwM
7,narcan training,date,PSLrc17VET4,https://www.youtube.com/watch?v=PSLrc17VET4
8,narcan training,date,xBF-zhWy3yk,https://www.youtube.com/watch?v=xBF-zhWy3yk
9,narcan training,date,LUht9pbZluo,https://www.youtube.com/watch?v=LUht9pbZluo
10,narcan training,date,lk3QrhPAuSQ,https://www.youtube.com/watch?v=lk3QrhPAuSQ
1,narcan training,rating,ThLBsoYcm9w,https://www.youtube.com/watch?v=ThLBsoYcm9w
2,narcan training,rating,vGXxnYbsn48,https://www.youtube.com/watch?v=vGXxnYbsn48
3,narcan training,rating,UM0sgRTA4yo,https://www.youtube.com/watch?v=UM0sgRTA4yo
4,narcan training,rating,_4g5wS83beU,https://www.youtube.com/watch?v=_4g5wS83beU
5,narcan training,rating,4uYSN2WO154,https://www.youtube.com/watch?v=4uYSN2WO154
6,narcan training,rating,WMUBN6_gmJo,https://www.youtube.com/watch?v=WMUBN6_gmJo
7,narcan training,rating,r1TxrgZOwEY,https://www.youtube.com/watch?v=r1TxrgZOwEY
8,narcan training,rating,qORQWHzi7IQ,https://www.youtube.com/watch?v=qORQWHzi7IQ
9,narcan training,rating,vxsFD2mfqGg,https://www.youtube.com/watch?v=vxsFD2mfqGg
10,narcan training,rating,zSdaezrZFTg,https://www.youtube.com/watch?v=zSdaezrZFTg
1,narcan video,relevance,WnjgrRNMfKM,https://www.youtube.com/watch?v=WnjgrRNMfKM
2,narcan video,relevance,B9Sv64FJPhg,https://www.youtube.com/watch?v=B9Sv64FJPhg
3,narcan video,relevance,nurz9qPGKws,https://www.youtube.com/watch?v=nurz9qPGKws
4,narcan video,relevance,6cVMupA4aIs,https://www.youtube.com/watch?v=6cVMupA4aIs
5,narcan video,relevance,dBF0ovVWPYc,https://www.youtube.com/watch?v=dBF0ovVWPYc
6,narcan video,relevance,xa7X00_QKWk,https://www.youtube.com/watch?v=xa7X00_QKWk
7,narcan video,relevance,PmA1TcPK5PU,https://www.youtube.com/watch?v=PmA1TcPK5PU
8,narcan video,relevance,cssRZEI9ujY,https://www.youtube.com/watch?v=cssRZEI9ujY
9,narcan video,relevance,LmxZkNW7VKM,https://www.youtube.com/watch?v=LmxZkNW7VKM
10,narcan video,relevance,0w-us7fQE3s,https://www.youtube.com/watch?v=0w-us7fQE3s
1,narcan video,viewCount,wcG7Vr8BBJ0,https://www.youtube.com/watch?v=wcG7Vr8BBJ0
2,narcan video,viewCount,4gA61UowVHk,https://www.youtube.com/watch?v=4gA61UowVHk
3,narcan video,viewCount,ZDG9HHw1aFQ,https://www.youtube.com/watch?v=ZDG9HHw1aFQ
4,narcan video,viewCount,aZu9xUcoRrs,https://www.youtube.com/watch?v=aZu9xUcoRrs
5,narcan video,viewCount,7AQ4xv4b-XU,https://www.youtube.com/watch?v=7AQ4xv4b-XU
6,narcan video,viewCount,Ff3IZu_m66Y,https://www.youtube.com/watch?v=Ff3IZu_m66Y
7,narcan video,viewCount,JT7OK22Ykms,https://www.youtube.com/watch?v=JT7OK22Ykms
8,narcan video,viewCount,S80w2YJM7Rg,https://www.youtube.com/watch?v=S80w2YJM7Rg
9,narcan video,viewCount,X2gyUW3Psw8,https://www.youtube.com/watch?v=X2gyUW3Psw8
10,narcan video,viewCount,apoWU07LWAs,https://www.youtube.com/watch?v=apoWU07LWAs
1,narcan video,date,cqrWjz3zh6A,https://www.youtube.com/watch?v=cqrWjz3zh6A
2,narcan video,date,B_muxkZxEpI,https://www.youtube.com/watch?v=B_muxkZxEpI
3,narcan video,date,y_-mlGtHQQY,https://www.youtube.com/watch?v=y_-mlGtHQQY
4,narcan video,date,9di_Xnhr8Mw,https://www.youtube.com/watch?v=9di_Xnhr8Mw
5,narcan video,date,3L33ssXmy4o,https://www.youtube.com/watch?v=3L33ssXmy4o
6,narcan video,date,LUht9pbZluo,https://www.youtube.com/watch?v=LUht9pbZluo
7,narcan video,date,AP7tcLKVacw,https://www.youtube.com/watch?v=AP7tcLKVacw
8,narcan video,date,NjQS1RRhoFE,https://www.youtube.com/watch?v=NjQS1RRhoFE
9,narcan video,date,jc1wwqA_N2k,https://www.youtube.com/watch?v=jc1wwqA_N2k
10,narcan video,date,b43Fpd4CxJ8,https://www.youtube.com/watch?v=b43Fpd4CxJ8
1,narcan video,rating,vmmp-9rzWpY,https://www.youtube.com/watch?v=vmmp-9rzWpY
2,narcan video,rating,13CQiiYddyA,https://www.youtube.com/watch?v=13CQiiYddyA
3,narcan video,rating,vGXxnYbsn48,https://www.youtube.com/watch?v=vGXxnYbsn48
4,narcan video,rating,IaPYJfeY3D8,https://www.youtube.com/watch?v=IaPYJfeY3D8
5,narcan video,rating,GA8aG9T-D1g,https://www.youtube.com/watch?v=GA8aG9T-D1g
6,narcan video,rating,x7cz37fc_jI,https://www.youtube.com/watch?v=x7cz37fc_jI
7,narcan video,rating,uzHVnkXMjP8,https://www.youtube.com/watch?v=uzHVnkXMjP8
8,narcan video,rating,rYkovMAq0ts,https://www.youtube.com/watch?v=rYkovMAq0ts
9,narcan video,rating,JB6JzIEJd7I,https://www.youtube.com/watch?v=JB6JzIEJd7I
10,narcan video,rating,AU3xPJDQoGY,https://www.youtube.com/watch?v=AU3xPJDQoGY
1,narcan use,relevance,1f54eFFU82g,https://www.youtube.com/watch?v=1f54eFFU82g
2,narcan use,relevance,-xTKsHFBXlI,https://www.youtube.com/watch?v=-xTKsHFBXlI
3,narcan use,relevance,TDQ4cbItN3s,https://www.youtube.com/watch?v=TDQ4cbItN3s
4,narcan use,relevance,WnjgrRNMfKM,https://www.youtube.com/watch?v=WnjgrRNMfKM
5,narcan use,relevance,6cVMupA4aIs,https://www.youtube.com/watch?v=6cVMupA4aIs
6,narcan use,relevance,B9Sv64FJPhg,https://www.youtube.com/watch?v=B9Sv64FJPhg
7,narcan use,relevance,WkWXX5DPmpg,https://www.youtube.com/watch?v=WkWXX5DPmpg
8,narcan use,relevance,0w-us7fQE3s,https://www.youtube.com/watch?v=0w-us7fQE3s
9,narcan use,relevance,7pvaperRvNc,https://www.youtube.com/watch?v=7pvaperRvNc
10,narcan use,relevance,Q8FjunfEUeg,https://www.youtube.com/watch?v=Q8FjunfEUeg
1,narcan use,viewCount,Dxo3oSYRqMg,https://www.youtube.com/watch?v=Dxo3oSYRqMg
2,narcan use,viewCount,aZu9xUcoRrs,https://www.youtube.com/watch?v=aZu9xUcoRrs
3,narcan use,viewCount,X2gyUW3Psw8,https://www.youtube.com/watch?v=X2gyUW3Psw8
4,narcan use,viewCount,9PU5HB2Ot_8,https://www.youtube.com/watch?v=9PU5HB2Ot_8
5,narcan use,viewCount,wB4ysD6rrBM,https://www.youtube.com/watch?v=wB4ysD6rrBM
6,narcan use,viewCount,WnjgrRNMfKM,https://www.youtube.com/watch?v=WnjgrRNMfKM
7,narcan use,viewCount,WkWXX5DPmpg,https://www.youtube.com/watch?v=WkWXX5DPmpg
8,narcan use,viewCount,nurz9qPGKws,https://www.youtube.com/watch?v=nurz9qPGKws
9,narcan use,viewCount,oq9cwoVdOkg,https://www.youtube.com/watch?v=oq9cwoVdOkg
10,narcan use,viewCount,xa7X00_QKWk,https://www.youtube.com/watch?v=xa7X00_QKWk
1,narcan use,date,kxOf8mAzqns,https://www.youtube.com/watch?v=kxOf8mAzqns
2,narcan use,date,KwX9Pmqw1Sw,https://www.youtube.com/watch?v=KwX9Pmqw1Sw
3,narcan use,date,PLXjLJMIMH0,https://www.youtube.com/watch?v=PLXjLJMIMH0
4,narcan use,date,Wz0l0-ohUnU,https://www.youtube.com/watch?v=Wz0l0-ohUnU
5,narcan use,date,29s34aXauUg,https://www.youtube.com/watch?v=29s34aXauUg
6,narcan use,date,u4pIJsiG5Io,https://www.youtube.com/watch?v=u4pIJsiG5Io
7,narcan use,date,W_F4rbFGGKQ,https://www.youtube.com/watch?v=W_F4rbFGGKQ
8,narcan use,date,eSS4TtFLeWw,https://www.youtube.com/watch?v=eSS4TtFLeWw
9,narcan use,date,b_c1J5Iik9A,https://www.youtube.com/watch?v=b_c1J5Iik9A
10,narcan use,date,T4vbRqkyhm4,https://www.youtube.com/watch?v=T4vbRqkyhm4
1,narcan use,rating,FHX4bfurycc,https://www.youtube.com/watch?v=FHX4bfurycc
2,narcan use,rating,kgOg4NlVyro,https://www.youtube.com/watch?v=kgOg4NlVyro
3,narcan use,rating,mcKub29zNb0,https://www.youtube.com/watch?v=mcKub29zNb0
4,narcan use,rating,zB2thJed8no,https://www.youtube.com/watch?v=zB2thJed8no
5,narcan use,rating,ocvvV_IRceo,https://www.youtube.com/watch?v=ocvvV_IRceo
6,narcan use,rating,FdlDIUKQWuc,https://www.youtube.com/watch?v=FdlDIUKQWuc
7,narcan use,rating,xKvQj5wsleU,https://www.youtube.com/watch?v=xKvQj5wsleU
8,narcan use,rating,3ui8p53WUKI,https://www.youtube.com/watch?v=3ui8p53WUKI
9,narcan use,rating,KMFhfx2Vh1k,https://www.youtube.com/watch?v=KMFhfx2Vh1k
10,narcan use,rating,wpntuP1zbZo,https://www.youtube.com/watch?v=wpntuP1zbZo
1,narcan overdose,relevance,PUCc8C9lSSQ,https://www.youtube.com/watch?v=PUCc8C9lSSQ
2,narcan overdose,relevance,1f54eFFU82g,https://www.youtube.com/watch?v=1f54eFFU82g
3,narcan overdose,relevance,cssRZEI9ujY,https://www.youtube.com/watch?v=cssRZEI9ujY
4,narcan overdose,relevance,LfhoDbGk_Q0,https://www.youtube.com/watch?v=LfhoDbGk_Q0
5,narcan overdose,relevance,2Akj9riF5Sw,https://www.youtube.com/watch?v=2Akj9riF5Sw
6,narcan overdose,relevance,_iOidYAgNI4,https://www.youtube.com/watch?v=_iOidYAgNI4
7,narcan overdose,relevance,I5CaQdi8zQY,https://www.youtube.com/watch?v=I5CaQdi8zQY
8,narcan overdose,relevance,dcb9G775KaY,https://www.youtube.com/watch?v=dcb9G775KaY
9,narcan overdose,relevance,SuS71HwER-g,https://www.youtube.com/watch?v=SuS71HwER-g
10,narcan overdose,relevance,Y2kF9dN4Qg4,https://www.youtube.com/watch?v=Y2kF9dN4Qg4
1,narcan overdose,viewCount,dcb9G775KaY,https://www.youtube.com/watch?v=dcb9G775KaY
2,narcan overdose,viewCount,e4-B1rONEDE,https://www.youtube.com/watch?v=e4-B1rONEDE
3,narcan overdose,viewCount,RL4-Umip_Cc,https://www.youtube.com/watch?v=RL4-Umip_Cc
4,narcan overdose,viewCount,aZu9xUcoRrs,https://www.youtube.com/watch?v=aZu9xUcoRrs
5,narcan overdose,viewCount,2awPPVKmpRQ,https://www.youtube.com/watch?v=2awPPVKmpRQ
6,narcan overdose,viewCount,kmgOIf8fCII,https://www.youtube.com/watch?v=kmgOIf8fCII
7,narcan overdose,viewCount,JT7OK22Ykms,https://www.youtube.com/watch?v=JT7OK22Ykms
8,narcan overdose,viewCount,X2gyUW3Psw8,https://www.youtube.com/watch?v=X2gyUW3Psw8
9,narcan overdose,viewCount,momss-CQkMk,https://www.youtube.com/watch?v=momss-CQkMk
10,narcan overdose,viewCount,9PU5HB2Ot_8,https://www.youtube.com/watch?v=9PU5HB2Ot_8
1,narcan overdose,date,SvDbmwyDNck,https://www.youtube.com/watch?v=SvDbmwyDNck
2,narcan overdose,date,zXZiGQWyQh0,https://www.youtube.com/watch?v=zXZiGQWyQh0
3,narcan overdose,date,3L8zZex2lS0,https://www.youtube.com/watch?v=3L8zZex2lS0
4,narcan overdose,date,vnfhDQjcsD4,https://www.youtube.com/watch?v=vnfhDQjcsD4
5,narcan overdose,date,TOs3_0gZ-80,https://www.youtube.com/watch?v=TOs3_0gZ-80
6,narcan overdose,date,4t1ze5OzvB8,https://www.youtube.com/watch?v=4t1ze5OzvB8
7,narcan overdose,date,JX2Nbdqj4Oo,https://www.youtube.com/watch?v=JX2Nbdqj4Oo
8,narcan overdose,date,oG9FSEOWZfc,https://www.youtube.com/watch?v=oG9FSEOWZfc
9,narcan overdose,date,U6nRlgWh76w,https://www.youtube.com/watch?v=U6nRlgWh76w
10,narcan overdose,date,yzxqZWKkNTQ,https://www.youtube.com/watch?v=yzxqZWKkNTQ
1,narcan overdose,rating,mcKub29zNb0,https://www.youtube.com/watch?v=mcKub29zNb0
2,narcan overdose,rating,qIZ0nu77GQY,https://www.youtube.com/watch?v=qIZ0nu77GQY
3,narcan overdose,rating,GlK5j4ONDKY,https://www.youtube.com/watch?v=GlK5j4ONDKY
4,narcan overdose,rating,igHUOz14448,https://www.youtube.com/watch?v=igHUOz14448
5,narcan overdose,rating,Dt349kipbhE,https://www.youtube.com/watch?v=Dt349kipbhE
6,narcan overdose,rating,HmdJyL3RHVA,https://www.youtube.com/watch?v=HmdJyL3RHVA
7,narcan overdose,rating,WMUBN6_gmJo,https://www.youtube.com/watch?v=WMUBN6_gmJo
8,narcan overdose,rating,LA1XDO1_7eQ,https://www.youtube.com/watch?v=LA1XDO1_7eQ
9,narcan overdose,rating,xKvQj5wsleU,https://www.youtube.com/watch?v=xKvQj5wsleU
10,narcan overdose,rating,6BQ9NFY79s8,https://www.youtube.com/watch?v=6BQ9NFY79s8
1,how to use narcan,relevance,1f54eFFU82g,https://www.youtube.com/watch?v=1f54eFFU82g
2,how to use narcan,relevance,TDQ4cbItN3s,https://www.youtube.com/watch?v=TDQ4cbItN3s
3,how to use narcan,relevance,B9Sv64FJPhg,https://www.youtube.com/watch?v=B9Sv64FJPhg
4,how to use narcan,relevance,-xTKsHFBXlI,https://www.youtube.com/watch?v=-xTKsHFBXlI
5,how to use narcan,relevance,WnjgrRNMfKM,https://www.youtube.com/watch?v=WnjgrRNMfKM
6,how to use narcan,relevance,6cVMupA4aIs,https://www.youtube.com/watch?v=6cVMupA4aIs
7,how to use narcan,relevance,7pvaperRvNc,https://www.youtube.com/watch?v=7pvaperRvNc
8,how to use narcan,relevance,Q8FjunfEUeg,https://www.youtube.com/watch?v=Q8FjunfEUeg
9,how to use narcan,relevance,nurz9qPGKws,https://www.youtube.com/watch?v=nurz9qPGKws
10,how to use narcan,relevance,GtYl2y3iEgw,https://www.youtube.com/watch?v=GtYl2y3iEgw
1,how to use narcan,viewCount,s_pRi37yLBQ,https://www.youtube.com/watch?v=s_pRi37yLBQ
2,how to use narcan,viewCount,aZu9xUcoRrs,https://www.youtube.com/watch?v=aZu9xUcoRrs
